chr10	5	3	10	2	2	5	9	20	16	22	22	41	23	28	44	44	60	82	81	109	130	132	134	139	159	175	194	201	257	314	363	379	390	273	301	284	322	294	367	436	581	626	593	541	445	425	415	398	464	547	566	750	701	678	600	535	560	601	639	747	811	885	982	810	772	716	770	695	789	874	1102	1410	1447	1412	1103	1029	867	874	936	1024	1143	1411	1820	1962	2032	1751	1559	1556	1654	1842	2106	2541	2631	2732	2635	2575	2531	2435	2623	2662	2909	3009	3033	3063	2820	2867	2906	3325	3479	3586	3894	4054	4100	4376	4824	5163	5260	5349	5264	5176	4932	4551	4383	4326	4304	4408	4121	4017	3644	3454	3023	2673	2443	2335	2160	2024	1902	1821	1720	1530	1396	1236	1132	1050	915	805	773	748	670	628	572	503	451	363	387	339	316	280	216	208	187	164	141	124	122	116	80	103	69	94
chr11	2	5	2	5	11	8	18	13	22	32	35	28	33	42	54	26	51	75	87	115	124	125	145	156	155	150	166	217	243	316	410	429	371	317	323	285	317	334	354	404	553	596	660	517	447	461	458	418	504	529	641	696	675	631	655	623	607	593	617	730	844	955	973	843	741	733	735	678	820	872	1159	1272	1507	1417	1142	923	890	937	942	1078	1124	1412	1773	2112	1999	1729	1587	1500	1688	1862	2150	2436	2497	2533	2613	2575	2486	2380	2555	2584	2705	2959	3110	3167	2889	3042	2875	3156	3333	3759	3939	3950	4148	4346	4934	5154	5490	5434	5256	5033	4748	4580	4394	4242	4388	4287	4127	3878	3598	3354	2964	2726	2447	2192	2027	1996	1897	1762	1498	1481	1394	1169	1042	880	907	802	695	691	695	616	501	497	382	364	338	279	288	262	214	221	175	159	129	160	119	142	86	84	85	84
chr12	7	6	1	1	7	17	12	11	20	27	34	37	27	57	44	52	69	83	111	112	110	114	129	147	177	182	224	209	224	337	354	394	349	327	269	306	378	334	388	440	519	614	634	562	468	455	389	445	532	562	674	667	704	666	607	577	597	610	722	827	876	1012	971	844	769	679	734	737	781	906	1038	1397	1413	1345	1080	992	910	983	965	1083	1256	1374	1840	2155	1998	1739	1668	1499	1640	1893	2310	2513	2607	2597	2703	2616	2481	2586	2477	2575	2860	3001	3154	3282	2959	2856	2977	3223	3452	3696	3852	4003	4174	4415	4586	5184	5387	5285	5281	5087	4809	4552	4394	4275	4187	4182	4136	3897	3596	3148	2833	2621	2487	2173	2094	2038	1953	1766	1613	1533	1367	1216	1142	1007	921	838	766	731	648	543	533	483	422	378	330	311	256	255	219	202	211	170	159	148	128	119	101	80	99	73
chr13	2	2	9	4	7	7	6	11	13	20	33	24	17	32	22	51	40	58	60	83	77	89	94	90	119	134	134	172	172	184	276	272	269	228	222	246	204	254	250	334	427	544	444	407	362	308	290	354	380	401	485	541	536	511	441	382	413	394	516	496	621	770	706	622	566	514	517	550	565	624	772	996	1153	1065	858	696	670	653	737	741	836	1097	1247	1505	1532	1397	1202	1092	1231	1452	1682	1813	1990	1879	1946	1990	1878	1851	1864	1978	2064	2132	2333	2297	2162	2193	2225	2330	2396	2628	2882	2923	3138	3248	3504	3660	3976	3966	3802	3736	3451	3387	3086	3027	3125	3047	2961	2869	2696	2501	2216	1946	1779	1652	1556	1454	1375	1273	1154	1169	948	876	787	714	650	647	510	517	420	372	405	350	315	288	241	218	215	180	167	139	126	129	95	108	83	78	71	74	37	63
chr14	1	3	4	5	5	6	14	7	10	14	17	17	25	18	25	28	31	39	52	65	90	101	100	90	120	100	115	130	144	218	254	229	238	175	199	211	208	248	230	313	350	409	403	361	329	316	282	313	309	374	442	459	504	419	413	399	434	416	457	470	557	662	632	591	488	486	520	483	571	618	723	894	1064	940	718	654	600	580	625	710	765	973	1161	1383	1319	1210	1025	1040	1090	1262	1448	1717	1811	1702	1748	1798	1772	1749	1734	1849	1926	1946	2177	2119	2004	1908	1979	2195	2270	2480	2634	2780	2685	3014	3352	3546	3650	3630	3575	3426	3296	3222	3045	2960	2939	2898	2825	2606	2416	2189	1989	1715	1692	1473	1464	1333	1262	1147	1113	1039	923	761	678	638	572	533	547	450	399	343	353	320	238	302	239	178	183	159	164	141	135	121	134	106	73	84	66	50	71	68
chr15	3	3	2	8	2	7	7	9	20	15	17	24	19	14	29	28	30	44	46	82	59	86	95	67	110	102	101	122	141	179	225	236	202	187	163	169	198	194	192	287	371	412	349	336	283	241	255	234	301	362	372	394	424	421	392	329	377	362	351	413	542	533	589	503	472	453	433	491	534	523	644	816	883	885	674	540	594	602	567	600	715	858	1053	1204	1229	1117	976	863	984	1079	1383	1573	1555	1626	1558	1599	1635	1518	1545	1753	1650	1791	1846	1924	1848	1854	1883	1844	2123	2273	2425	2475	2460	2674	2921	3102	3291	3244	3094	3105	2968	2782	2584	2569	2634	2482	2470	2356	2122	1866	1860	1616	1596	1286	1298	1121	1119	1085	952	906	801	694	610	610	465	486	434	406	397	396	267	326	290	227	207	183	196	159	146	103	109	92	88	94	71	54	41	61	63	34
chr16	0	1	0	3	3	7	6	2	15	18	15	11	20	33	23	29	39	40	61	64	60	76	111	79	112	88	106	117	143	180	201	237	174	192	147	197	165	187	207	222	307	342	326	289	267	217	270	265	301	294	364	384	405	411	358	323	352	330	417	376	487	550	498	511	464	385	386	462	474	526	657	720	918	820	619	521	462	510	538	619	674	872	950	1150	1135	1010	911	956	980	1114	1307	1388	1514	1533	1482	1501	1445	1420	1468	1470	1633	1720	1826	1779	1678	1675	1696	1865	1956	2023	2336	2381	2403	2541	2727	2970	3000	3018	3121	2796	2884	2515	2515	2451	2505	2460	2398	2284	2183	1874	1872	1672	1395	1408	1193	1107	1108	1034	1067	903	734	699	655	481	513	442	453	384	379	336	302	276	225	222	206	224	143	138	140	99	110	96	117	69	74	54	41	45	43	46
chr17	4	1	6	3	3	9	4	11	10	18	23	8	25	21	29	13	46	54	59	75	75	121	79	66	77	100	96	132	137	205	193	238	213	159	169	147	173	189	191	272	358	307	384	310	260	216	224	278	289	271	374	380	394	349	338	361	318	304	336	383	482	500	520	460	448	395	432	430	456	509	604	818	797	797	593	524	467	538	569	659	667	784	957	1060	1205	992	869	803	947	1080	1238	1420	1422	1428	1443	1539	1455	1514	1511	1503	1629	1637	1815	1778	1744	1701	1734	1851	1971	2156	2275	2414	2341	2543	2627	2893	3112	2965	2888	2895	2659	2609	2583	2528	2408	2486	2249	2215	1972	1863	1716	1505	1439	1175	1184	1087	1006	1025	922	810	767	708	585	540	486	431	394	351	331	322	290	259	232	212	176	187	141	140	131	123	102	72	83	65	59	59	47	50	47	38
chr18	2	2	4	2	2	8	6	7	12	13	15	29	37	27	18	39	36	34	68	49	96	72	79	76	102	99	120	143	138	166	201	233	209	182	189	185	189	192	227	284	346	358	413	329	300	239	276	262	266	305	363	435	383	391	366	374	332	305	393	442	508	595	580	489	422	395	439	495	426	510	618	754	854	828	685	565	520	539	587	565	772	876	999	1190	1224	970	875	869	953	1139	1286	1507	1493	1533	1466	1513	1546	1454	1573	1539	1624	1796	1869	1818	1753	1784	1773	1833	1987	2236	2281	2366	2327	2602	2839	3203	3226	3317	3254	2983	2828	2719	2681	2496	2486	2465	2378	2292	2180	1962	1670	1505	1541	1431	1339	1162	1142	1044	937	897	854	742	587	608	542	517	431	408	406	348	337	331	261	238	195	165	198	150	116	133	111	108	110	80	53	89	55	63	57	45
chr19	1	4	2	4	5	2	4	7	6	1	14	12	24	28	9	18	31	28	41	38	56	46	49	52	47	47	65	84	89	89	128	130	128	119	93	110	102	113	142	153	192	242	217	199	156	126	170	135	159	186	217	230	250	277	212	176	198	219	248	275	280	337	309	286	222	248	290	264	288	338	417	510	556	519	405	360	355	349	354	409	476	519	647	699	716	646	593	544	629	718	805	916	922	1025	935	869	976	918	930	985	1081	1099	1133	1146	1023	1035	1121	1192	1274	1376	1421	1425	1523	1513	1728	1840	1894	1849	1841	1765	1712	1578	1466	1502	1519	1536	1425	1314	1169	1057	1029	980	847	797	702	678	649	628	576	547	473	402	366	360	295	275	272	256	194	200	173	168	121	122	127	101	103	77	71	73	51	67	51	53	38	26	26	31	25	31
chr20	1	2	2	6	1	5	11	12	15	9	7	20	16	26	40	45	39	38	34	54	52	65	65	63	75	90	85	111	109	137	177	201	160	181	144	125	163	172	191	218	244	317	254	250	181	191	229	190	219	235	310	335	322	289	280	265	231	293	313	322	348	426	404	373	346	362	383	363	429	437	513	650	656	676	548	428	448	406	481	471	593	667	853	929	986	830	809	685	785	920	1131	1181	1240	1271	1238	1286	1175	1211	1230	1326	1294	1397	1462	1515	1417	1357	1481	1486	1690	1734	1923	1879	1958	2128	2230	2580	2616	2570	2513	2424	2468	2284	2112	2043	2058	2052	2023	1928	1731	1639	1324	1288	1218	1085	1025	940	981	874	837	761	695	550	577	490	427	346	400	295	313	313	238	231	184	198	175	142	122	110	95	132	87	80	64	72	67	54	48	39	26	21
chr21	0	0	0	4	0	0	2	9	1	5	11	8	12	11	14	7	16	19	33	38	40	45	29	46	42	45	39	45	64	83	89	105	90	99	78	98	93	100	101	136	167	202	180	160	133	118	104	135	177	166	177	210	258	170	178	177	177	140	215	195	260	271	285	229	225	230	186	219	280	258	348	405	457	385	330	272	293	277	305	330	359	404	568	623	575	539	468	417	511	614	641	761	742	725	716	796	738	702	722	729	856	842	919	878	840	812	854	903	956	1019	1073	1093	1194	1180	1384	1403	1348	1479	1430	1356	1346	1263	1149	1141	1151	1135	1087	1046	957	889	797	729	677	594	616	551	436	510	443	408	352	349	335	239	218	237	183	202	170	174	121	130	105	121	81	81	56	57	47	56	57	39	37	40	26	30	23	26	23	19
chr22	0	0	2	0	2	0	3	5	2	3	11	14	12	17	10	20	19	33	24	40	31	48	32	29	34	55	45	45	87	74	92	94	83	68	82	66	71	106	93	114	127	159	153	123	96	125	118	112	124	147	148	156	164	128	163	145	137	152	143	190	202	237	220	206	192	181	175	164	196	215	273	360	376	336	265	232	229	220	258	287	310	346	409	455	491	448	342	348	453	501	525	584	598	650	603	604	685	623	637	703	775	818	774	796	770	733	787	846	903	929	961	1072	1126	1087	1166	1359	1290	1304	1333	1330	1199	1188	1114	996	1095	1075	1026	954	915	827	719	680	607	569	507	471	527	465	432	359	357	309	251	248	235	212	204	171	152	141	133	118	83	91	98	59	84	62	42	59	39	30	33	35	37	30	29	19	11	9
